Gene_ID,t_protein_3p_loss,t_protein_5q_amplification,t_protein_7p_amplification,t_protein_9p_loss,t_protein_14q_loss
COQ9,-1,0,0,1,0
CORO1A,0,0,0,0,1
CORO1B,-1,0,0,1,0
CORO1C,0,0,1,1,1
CORO2A,0,0,0,1,0
CORO2B,0,0,0,1,0
CORO6,0,0,0,0,-1
CORO7,0,0,0,1,1
CORO7-PAM16,-1,0,0,1,1
COTL1,-1,0,0,1,0
COX11,0,0,0,1,1
COX15,0,0,0,1,0
COX17,-1,0,0,1,1
COX18,0,0,0,0,1
COX19,-1,0,0,1,1
COX20,0,1,0,1,1
COX4I1,-1,0,0,1,1
COX5A,-1,0,0,1,0
COX5B,-1,0,0,0,0
COX6A1,-1,0,0,1,0
COX6B1,-1,0,0,1,0
COX6C,-1,0,0,1,1
COX7A1,0,0,0,0,0
COX7A2,-1,0,0,1,0
COX7A2L,-1,0,0,1,0
COX7B,-1,0,0,1,1
COX7C,-1,0,0,0,0
COX8A,-1,0,0,0,1
CP,0,0,0,0,0
CPA3,0,0,0,0,-1
CPB2,0,0,0,0,0
CPD,0,0,0,1,1
CPE,0,0,0,1,0
CPEB2,0,0,0,0,0
CPEB3,-1,-1,0,0,0
CPEB4,0,0,0,0,0
CPM,0,0,0,0,0
CPN1,0,0,0,0,0
CPN2,0,0,0,0,0
CPNE1,0,0,0,0,0
CPNE2,0,0,0,-1,0
CPNE3,0,0,0,0,1
CPNE6,0,0,0,0,1
CPNE8,1,0,0,0,1
CPOX,0,0,0,0,0
CPPED1,0,0,0,1,1
CPQ,-1,0,0,0,1
CPS1,-1,0,0,0,1
CPSF1,0,0,0,0,1
CPSF2,0,0,0,0,0
CPSF3,0,0,0,0,1
CPSF4,0,0,0,0,1
CPSF6,0,0,0,0,1
CPSF7,0,0,0,0,1
CPT1A,0,0,0,0,1
CPT1B,-1,0,0,0,1
CPT2,0,0,0,0,0
CPTP,0,0,0,0,1
CPXM1,0,0,0,0,1
CPXM2,0,1,0,0,1
CR1,0,1,0,0,1
CRABP1,0,1,0,0,0
CRABP2,0,0,0,0,1
CRACR2A,0,1,0,0,1
CRACR2B,0,1,0,0,1
CRADD,0,1,0,0,0
CRAT,0,1,0,0,1
CRB2,0,0,0,0,1
CRB3,0,1,0,0,1
CRBN,-1,1,0,0,0
CRCP,0,1,0,0,1
CREB1,0,1,0,-1,-1
CREB5,0,1,0,0,0
CREBBP,0,1,0,0,0
CREG1,0,0,0,0,0
CRELD1,0,1,0,1,1
CRELD2,0,1,0,0,1
CRHBP,0,1,0,0,0
CRIM1,0,1,0,0,0
CRIP1,1,0,0,-1,-1
CRIP2,1,1,0,-1,-1
CRIPT,0,1,0,0,0
CRISP3,0,1,0,0,0
CRISPLD2,0,0,0,0,0
CRK,0,1,0,-1,-1
CRKL,0,1,0,0,0
CRLF3,1,1,0,0,1
CRLS1,0,0,0,1,1
CRMP1,0,0,0,0,-1
CRNKL1,0,0,0,0,0
CROCC,0,0,0,-1,-1
CROT,0,0,1,0,0
CRP,0,0,0,0,0
CRTAC1,0,0,0,0,0
CRTAP,0,0,0,1,0
CRTC1,0,0,0,0,-1
CRTC2,0,0,0,0,0
CRTC3,1,-1,0,-1,-1
CRY2,0,0,0,0,-1
CRYAA,0,0,0,0,0
CRYAA2,0,0,1,0,0
CRYAB,0,0,1,0,1
CRYBB3,0,0,1,0,0
CRYBG1,1,0,0,1,1
CRYBG3,-1,0,1,0,0
CRYL1,0,0,1,0,0
CRYM,0,0,1,0,-1
CRYZ,0,0,1,0,0
CRYZL1,0,0,0,0,0
CS,0,0,1,0,0
CSAD,0,0,1,0,0
CSDC2,0,0,1,0,-1
CSDE1,-1,0,1,0,1
CSE1L,0,1,1,1,1
CSF1,0,0,1,0,0
CSF1R,0,0,0,0,0
CSK,0,0,1,0,0
CSNK1A1,0,0,1,0,0
CSNK1D,0,0,1,0,0
CSNK1G1,0,0,1,0,0
CSNK1G3,0,0,0,0,0
CSNK2A1,0,0,1,0,0
CSNK2A2,0,0,1,0,0
CSNK2B,0,0,1,0,0
CSPG4,1,0,0,-1,-1
CSRP1,0,0,1,0,0
CSRP2,0,0,1,0,0
CST3,-1,0,1,0,1
CST6,0,0,0,0,0
CST7,0,0,0,0,0
CSTA,0,0,0,1,1
CSTB,0,0,0,0,0
CSTF1,0,0,0,0,0
CSTF2,0,0,0,0,0
CSTF2T,0,0,0,-1,0
CSTF3,0,0,0,0,0
CTBP1,0,-1,0,-1,-1
CTBP2,0,0,0,0,0
CTBS,-1,0,0,0,0
CTCF,0,0,0,0,0
CTDP1,0,0,0,0,0
CTDSP1,0,0,0,0,-1
CTDSPL,-1,0,0,0,0
CTDSPL2,0,0,0,0,-1
CTF1,0,0,0,0,-1
CTGF,0,0,0,0,0
CTH,0,0,0,0,0
CTHRC1,0,0,1,0,0
CTIF,0,0,0,0,0
CTNNA1,0,0,-1,0,0
CTNNAL1,-1,0,0,0,0
CTNNB1,0,0,0,0,0
CTNNBIP1,0,0,0,0,0
CTNNBL1,0,0,0,0,0
CTNND1,1,0,0,1,0
CTPS1,0,0,0,1,1
CTPS2,1,0,0,1,0
CTR9,0,0,0,0,0
CTSA,-1,0,0,1,1
CTSB,-1,0,0,1,0
CTSC,-1,0,0,1,0
CTSD,-1,0,0,1,0
CTSF,-1,0,0,0,0
CTSG,0,0,0,1,0
CTSH,-1,0,0,1,0
CTSL,-1,0,0,1,0
CTSO,0,0,0,1,0
CTSS,-1,0,0,1,0
CTSZ,-1,0,0,1,1
CTTN,0,0,0,0,0
CTTNBP2,0,-1,0,1,0
CTTNBP2NL,1,0,0,1,0
CTU1,0,0,0,1,0
CTU2,0,0,0,1,0
CUBN,1,0,0,0,0
CUEDC1,0,0,0,1,0
CUEDC2,0,0,0,1,1
CUL1,0,0,1,1,0
CUL2,0,0,0,0,0
CUL3,0,0,0,1,0
CUL4A,0,0,0,1,0
CUL4B,0,0,0,1,0
CUL5,0,0,0,0,-1
CUL7,0,0,0,0,0
CUL9,0,0,0,0,0
CUTA,0,0,0,-1,-1
CUTC,0,0,0,-1,0
CUX1,0,0,0,0,1
CWC15,0,0,0,0,0
CWC22,0,0,0,0,0
CWC25,0,0,0,0,0
CWC27,0,0,0,0,0
CWF19L1,0,0,0,0,0
CWF19L2,0,-1,0,0,-1
CXADR,0,0,0,0,0
CXCL12,0,0,0,0,0
CXCL14,0,0,0,0,1
CXXC1,0,0,0,0,0
CXXC5,0,0,0,0,0
CXorf38,0,0,0,0,1
CXorf56,0,0,0,0,0
CXorf57,0,0,0,0,0
CYB5A,0,0,0,0,0
CYB5B,0,0,0,0,1
CYB5R1,0,0,0,0,0
CYB5R2,0,0,0,0,0
CYB5R3,1,0,0,0,0
CYB5R4,-1,0,0,0,1
CYBA,0,0,0,0,1
CYBB,0,0,0,1,1
CYBC1,0,0,0,0,0
CYBRD1,-1,0,0,0,0
CYC1,0,0,0,0,0
CYCS,-1,0,0,0,0
CYFIP1,0,0,0,0,0
CYFIP2,0,0,0,0,0
CYGB,1,0,0,-1,-1
CYHR1,0,0,0,1,1
CYLD,0,0,0,0,1
CYP17A1,0,0,0,0,0
CYP1B1,0,0,0,1,0
CYP20A1,0,0,0,0,0
CYP24A1,0,0,0,0,0
CYP27A1,0,0,0,0,0
CYP27B1,0,0,0,0,0
CYP2J2,1,0,0,0,0
CYP2S1,-1,0,0,1,1
CYP2U1,0,1,0,0,0
CYP4A11,0,1,0,0,0
CYP4F11,0,1,0,0,1
CYP4F2,0,0,0,0,0
CYP4F3,0,1,0,0,0
CYP4V2,0,1,0,0,0
CYP51A1,0,1,0,0,0
CYP7B1,0,1,0,0,0
CYP8B1,0,0,0,1,1
CYR61,0,1,0,0,0
CYS1,0,1,0,0,0
CYSTM1,0,1,0,1,0
CYTH1,0,1,0,0,0
CYTH2,1,1,0,0,-1
CYTH3,0,1,0,-1,-1
CYTH4,0,0,0,0,0
D2HGDH,0,1,0,0,0
DAAM1,0,1,0,0,-1
DAB2,0,1,0,0,0
DAB2IP,0,1,0,-1,-1
DACH1,0,0,0,0,0
DAD1,0,1,0,1,0
DAG1,0,1,0,0,-1
DAGLB,0,1,0,0,1
DAO,0,0,0,0,0
DAP,0,1,0,0,0
DAP3,-1,1,0,0,0
DAPK1,0,1,0,0,1
DAPK2,0,0,0,1,0
DAPK3,0,0,0,0,0
DARS,1,0,0,0,0
DARS2,-1,0,0,0,0
DAXX,0,0,0,0,0
DAZAP1,0,0,0,0,0
DAZAP2,0,0,0,0,-1
DBH,0,0,0,0,0
DBI,0,0,0,0,0
DBN1,-1,0,0,0,0
DBNL,0,0,1,0,0
DBR1,-1,0,0,0,0
DBT,-1,0,0,0,0
DCAF1,-1,0,0,0,0
DCAF10,-1,-1,0,0,0
DCAF11,0,0,0,0,-1
DCAF13,0,0,0,0,1
DCAF5,0,0,0,-1,-1
DCAF6,0,0,0,0,0
DCAF7,0,0,0,0,-1
DCAF8,0,0,0,0,0
DCAKD,0,0,0,0,0
DCD,0,0,1,0,0
DCDC2,0,0,0,0,0
DCHS1,0,0,0,0,-1
DCK,0,0,0,0,0
DCLK1,0,0,0,1,0
DCLK2,0,-1,0,-1,-1
DCN,0,0,0,0,0
DCP1A,0,0,0,0,0
DCP1B,1,0,0,0,0
DCP2,0,0,0,0,0
DCPS,0,0,0,0,-1
DCTD,0,-1,0,0,0
DCTN1,0,-1,0,-1,-1
DCTN2,0,-1,0,-1,-1
DCTN3,0,-1,0,-1,-1
DCTN4,0,-1,0,-1,0
DCTN5,0,-1,0,-1,0
DCTN6,0,0,0,0,0
DCTPP1,0,0,0,0,0
DCUN1D1,0,0,0,0,0
DCUN1D3,0,0,0,0,0
DCUN1D4,0,0,0,0,0
DCUN1D5,0,0,0,0,0
DCXR,0,0,0,0,0
DDA1,0,0,0,0,0
DDAH1,0,0,0,0,0
DDAH2,0,0,0,0,0
DDB1,0,0,0,0,0
DDB2,0,0,0,0,0
DDC,0,0,0,0,0
DDHD1,0,0,0,0,0
DDHD2,0,0,0,0,0
DDI2,0,0,0,0,0
DDN,0,0,0,0,0
DDO,0,0,0,0,0
DDOST,0,0,0,0,0
DDR1,0,0,0,0,0
DDRGK1,0,0,0,0,0
DDT,0,0,0,0,0
DDX1,0,0,0,0,0
DDX10,0,0,0,0,0
DDX17,0,0,0,0,0
DDX18,0,0,0,0,0
DDX19A,0,0,0,0,0
DDX19B,0,0,0,0,0
DDX20,0,0,0,0,0
DDX21,0,0,0,0,0
DDX23,0,0,0,0,0
DDX24,0,0,0,0,0
DDX27,0,0,0,0,0
DDX28,0,0,0,0,0
DDX31,0,0,0,0,0
DDX39A,0,0,0,0,0
DDX39B,0,0,0,0,0
DDX3X,0,0,0,0,0
DDX3Y,0,0,0,0,0
DDX41,0,0,0,0,0
DDX42,0,0,0,0,0
DDX46,0,0,0,0,0
DDX47,0,0,0,0,0
DDX49,0,0,0,0,0
DDX5,0,0,0,0,0
DDX50,0,0,0,0,0
DDX51,0,0,0,0,0
DDX52,0,0,0,0,0
DDX54,0,0,0,0,0
DDX55,0,0,0,0,0
DDX56,0,0,0,0,0
DDX58,0,0,0,0,0
DDX59,0,0,0,0,0
DDX6,0,0,0,0,0
DDX60,0,0,0,0,0
DDX60L,0,0,0,0,0
DECR1,0,0,0,0,0
DECR2,0,0,0,0,0
DEF6,0,0,0,0,0
DEFA1B,0,0,0,0,0
DEFA3,0,0,0,0,0
DEFA4,0,0,0,0,0
DEFB1,0,0,0,0,0
DEFB112,0,0,0,0,0
DEGS1,0,0,0,0,0
DEK,0,0,0,0,0
DENND1A,0,0,0,0,0
DENND1B,0,0,0,0,0
DENND2D,0,0,0,0,0
DENND3,0,0,0,0,0
DENND4A,0,0,0,0,0
DENND4B,0,0,0,0,0
DENND4C,0,0,0,0,0
DENND5B,0,0,0,0,0
DENND6A,0,0,0,0,0
DENR,0,0,0,0,0
DEPDC5,0,0,0,0,0
DEPDC7,0,0,0,0,0
DEPTOR,0,0,0,0,0
DERA,0,0,0,0,0
DERL1,0,0,0,0,0
DERL2,0,0,0,0,0
DES,0,0,0,0,0
DESI1,0,0,0,0,0
DFFA,0,0,0,0,0
DFFB,0,0,0,0,0
DGAT1,0,0,0,0,0
DGCR8,0,0,0,0,0
DGKA,0,0,0,0,0
DGKH,0,0,0,0,0
DGKQ,0,0,0,0,0
DGKZ,0,0,0,0,0
DGLUCY,0,0,0,0,0
DGUOK,0,0,0,0,0
DHCR24,0,0,0,0,0
DHCR7,0,0,0,0,0
DHDDS,0,0,0,0,0
DHFR,0,0,0,0,0
DHODH,0,0,0,0,0
DHPS,0,0,0,0,0
DHRS1,0,0,0,0,0
DHRS11,0,0,0,0,0
DHRS13,0,0,0,0,0
DHRS2,0,0,0,0,0
DHRS3,0,0,0,0,0
DHRS4,0,0,0,0,0
DHRS7,0,0,0,0,0
DHRS7B,0,0,0,0,0
DHRSX,0,0,0,0,0
DHTKD1,0,0,0,0,0
DHX15,0,0,0,0,0
DHX16,0,0,0,0,0
DHX29,0,0,0,0,0
DHX30,0,0,0,0,0
DHX32,0,0,0,0,0
DHX34,0,0,0,0,0
DHX35,0,0,0,0,0
DHX36,0,0,0,0,0
DHX37,0,0,0,0,0
DHX38,0,0,0,0,0
DHX40,0,0,0,0,0
DHX57,0,0,0,0,0
DHX58,0,0,0,0,0
DHX8,0,0,0,0,0
DHX9,0,0,0,0,0
DIABLO,0,0,0,0,0
DIAPH1,0,0,0,0,0
DIAPH2,0,0,0,0,0
DICER1,0,0,0,0,0
DIDO1,0,0,0,0,0
DIMT1,0,0,0,0,0
DIO1,0,0,0,0,0
DIP2A,0,0,0,0,0
DIP2B,0,0,0,0,0
DIP2C,0,0,0,0,0
DIS3,0,0,0,0,0
DIS3L2,0,0,0,0,0
DISC1,0,0,0,0,0
DKC1,0,0,0,0,0
DLAT,0,0,0,0,0
DLC1,0,0,0,0,0
DLD,0,0,0,0,0
DLG1,0,0,0,0,0
DLG3,0,0,0,0,0
DLG5,0,0,0,0,0
DLGAP4,0,0,0,0,0
DLST,0,0,0,0,0
DMAC2,0,0,0,0,0
DMAP1,0,0,0,0,0
DMD,0,0,0,0,0
DMGDH,0,0,0,0,0
DMPK,0,0,0,0,0
DMTN,0,0,0,0,0
DMWD,0,0,0,0,0
DMXL1,0,0,0,0,0
DMXL2,0,0,0,0,0
DNAAF2,0,0,0,0,0
DNAAF5,0,0,0,0,0
DNAJA1,0,0,0,0,0
DNAJA2,0,0,0,0,0
DNAJA3,0,0,0,0,0
DNAJA4,0,0,0,0,0
DNAJB1,0,0,0,0,0
DNAJB11,0,0,0,0,0
DNAJB12,0,0,0,0,0
DNAJB14,0,0,0,0,0
DNAJB2,0,0,0,0,0
DNAJB4,0,0,0,0,0
DNAJB5,0,0,0,0,0
DNAJB6,0,0,0,0,0
DNAJB9,0,0,0,0,0
DNAJC1,0,0,0,0,0
DNAJC10,0,0,0,0,0
DNAJC11,0,0,0,0,0
DNAJC12,0,0,0,0,0
DNAJC13,0,0,0,0,0
DNAJC14,0,0,0,0,0
DNAJC16,0,0,0,0,0
DNAJC17,0,0,0,0,0
DNAJC19,0,0,0,0,0
DNAJC2,0,0,0,0,0
DNAJC21,0,0,0,0,0
DNAJC24,0,0,0,0,0
DNAJC25,0,0,0,0,0
DNAJC28,0,0,0,0,0
DNAJC3,0,0,0,0,0
DNAJC30,0,0,0,0,0
DNAJC5,0,0,0,0,0
DNAJC6,0,0,0,0,0
DNAJC7,0,0,0,0,0
DNAJC8,0,0,0,0,0
DNAJC9,0,0,0,0,0
DNAL1,0,0,0,0,0
DNAL4,0,0,0,0,0
DNASE1L1,0,0,0,0,0
DNASE2,0,0,0,0,0
DNLZ,0,0,0,0,0
DNM1,0,0,0,0,0
DNM1L,0,0,0,0,0
DNM2,0,0,0,0,0
DNM3,0,0,0,0,0
DNMBP,0,0,0,0,0
DNMT1,0,0,0,0,0
DNMT3A,0,0,0,0,0
DNPEP,0,0,0,0,0
DNPH1,0,0,0,0,0
DNTTIP1,0,0,0,0,0
DNTTIP2,0,0,0,0,0
DOCK1,0,0,0,0,0
DOCK10,0,0,0,0,0
DOCK11,0,0,0,0,0
DOCK2,0,0,0,0,0
DOCK4,0,0,0,0,0
DOCK5,0,0,0,0,0
DOCK6,0,0,0,0,0
DOCK7,0,0,0,0,0
DOCK8,0,0,0,0,0
DOCK9,0,0,0,0,0
DOHH,0,0,0,0,0
DOK1,0,0,0,0,0
DOK2,0,0,0,0,0
DOK3,0,0,0,0,0
DOLK,0,0,0,0,0
DOLPP1,0,0,0,0,0
DOP1A,0,0,0,0,0
DOP1B,0,0,0,0,0
DPAGT1,0,0,0,0,0
DPCD,0,0,0,0,0
DPEP1,0,0,0,0,0
DPF2,0,0,0,0,0
DPH1,0,0,0,0,0
DPH2,0,0,0,0,0
DPH3,0,0,0,0,0
DPH5,0,0,0,0,0
DPH6,0,0,0,0,0
DPM1,0,0,0,0,0
DPM3,0,0,0,0,0
DPP3,0,0,0,0,0
DPP4,0,0,0,0,0
DPP7,0,0,0,0,0
DPP8,0,0,0,0,0
DPP9,0,0,0,0,0
DPT,0,0,0,0,0
DPY19L1,0,0,0,0,0
DPY30,0,0,0,0,0
DPYD,0,0,0,0,0
DPYS,0,0,0,0,0
DPYSL2,0,0,0,0,0
DPYSL3,0,0,0,0,0
DPYSL4,0,0,0,0,0
DPYSL5,0,0,0,0,0
DR1,0,0,0,0,0
DRAP1,0,0,0,0,0
DRG1,0,0,0,0,0
DRG2,0,0,0,0,0
DROSHA,0,0,0,0,0
DSC1,0,0,0,0,0
DSC2,0,0,0,0,0
DSC3,0,0,0,0,0
DSG2,0,0,0,0,0
DSN1,0,0,0,0,0
DSP,0,0,0,0,0
DST,0,0,0,0,0
DSTN,0,0,0,0,0
DSTYK,0,0,0,0,0
DTD1,0,0,0,0,0
DTNA,0,0,0,0,0
DTNB,0,0,0,0,0
DTNBP1,0,0,0,0,0
DTWD1,0,0,0,0,0
DTWD2,0,0,0,0,0
DTX3,0,0,0,0,0
DTX3L,0,0,0,0,0
DTYMK,0,0,0,0,0
DUS1L,0,0,0,0,0
DUS2,0,0,0,0,0
DUS3L,0,0,0,0,0
DUSP11,0,0,0,0,0
DUSP12,0,0,0,0,0
DUSP19,0,0,0,0,0
DUSP22,0,0,0,0,0
DUSP23,0,0,0,0,0
DUSP3,0,0,0,0,0
DUSP9,0,0,0,0,0
DUT,0,0,0,0,0
DVL1,0,0,0,0,0
DVL2,0,0,0,0,0
DVL3,0,0,0,0,0
DYM,0,0,0,0,0
DYNC1H1,0,0,0,0,0
DYNC1I1,0,0,0,0,0
DYNC1I2,0,0,0,0,0
DYNC1LI1,0,0,0,0,0
DYNC1LI2,0,0,0,0,0
DYNC2H1,0,0,0,0,0
DYNC2LI1,0,0,0,0,0
DYNLL1,0,0,0,0,0
DYNLL2,0,0,0,0,0
DYNLRB1,0,0,0,0,0
DYNLT1,0,0,0,0,0
DYNLT3,0,0,0,0,0
DYRK1A,0,0,0,0,0
DYRK2,0,0,0,0,0
DYSF,0,0,0,0,0
DZIP3,0,0,0,0,0
E2F4,0,0,0,0,0
EAF1,0,0,0,0,0
EAPP,0,0,0,0,0
EARS2,0,0,0,0,0
EBAG9,0,0,0,0,0
EBF1,0,0,0,0,0
EBNA1BP2,0,0,0,0,0
EBP,0,0,0,0,0
ECD,0,0,0,0,0
ECE1,0,0,0,0,0
ECH1,0,0,0,0,0
ECHDC1,0,0,0,0,0
ECHDC2,0,0,0,0,0
ECHDC3,0,0,0,0,0
ECHS1,0,0,0,0,0
ECI1,0,0,0,0,0
ECI2,0,0,0,0,0
ECM1,0,0,0,0,0
ECM2,0,0,0,0,0
ECPAS,0,0,0,0,0
ECSCR,0,0,0,0,0
ECSIT,0,0,0,0,0
EDC3,0,0,0,0,0
EDC4,0,0,0,0,0
EDEM3,0,0,0,0,0
EDF1,0,0,0,0,0
EDIL3,0,0,0,0,0
EEA1,0,0,0,0,0
EED,0,0,0,0,0
EEF1A1,0,0,0,0,0
EEF1A2,0,0,0,0,0
EEF1AKMT1,0,0,0,0,0
EEF1AKMT2,0,0,0,0,0
EEF1AKMT4,0,0,0,0,0
EEF1B2,0,0,0,0,0
EEF1D,0,0,0,0,0
EEF1E1,0,0,0,0,0
EEF1G,0,0,0,0,0
EEF2,0,0,0,0,0
EEF2K,0,0,0,0,0
EEFSEC,0,0,0,0,0
EEPD1,0,0,0,0,0
EFCAB14,0,0,0,0,0
EFCAB7,0,0,0,0,0
EFEMP1,0,0,0,0,0
EFEMP2,0,0,0,0,0
EFHD1,0,0,0,0,0
EFHD2,0,0,0,0,0
EFL1,0,0,0,0,0
EFNA1,0,0,0,0,0
EFNA5,0,0,0,0,0
EFNB1,0,0,0,0,0
EFNB2,0,0,0,0,0
EFR3A,0,0,0,0,0
EFTUD2,0,0,0,0,0
EGF,0,0,0,0,0
EGFL7,0,0,0,0,0
EGFR,0,0,0,0,0
EGLN1,0,0,0,0,0
EHBP1,0,0,0,0,0
EHBP1L1,0,0,0,0,0
EHD1,0,0,0,0,0
EHD2,0,0,0,0,0
EHD3,0,0,0,0,0
EHD4,0,0,0,0,0
EHHADH,0,0,0,0,0
EHMT1,0,0,0,0,0
EHMT2,0,0,0,0,0
EI24,0,0,0,0,0
EIF1,0,0,0,0,0
EIF1AD,0,0,0,0,0
EIF1AX,0,0,0,0,0
EIF1AY,0,0,0,0,0
EIF1B,0,0,0,0,0
EIF2A,0,0,0,0,0
EIF2AK2,0,0,0,0,0
EIF2AK4,0,0,0,0,0
EIF2B1,0,0,0,0,0
EIF2B2,0,0,0,0,0
EIF2B3,0,0,0,0,0
EIF2B4,0,0,0,0,0
EIF2B5,0,0,0,0,0
EIF2D,0,0,0,0,0
EIF2S1,0,0,0,0,0
EIF2S2,0,0,0,0,0
EIF2S3,0,0,0,0,0
EIF3A,0,0,0,0,0
EIF3B,0,0,0,0,0
EIF3C,0,0,0,0,0
EIF3D,0,0,0,0,0
EIF3E,0,0,0,0,0
EIF3F,0,0,0,0,0
EIF3G,0,0,0,0,0
EIF3H,0,0,0,0,0
EIF3I,0,0,0,0,0
EIF3J,0,0,0,0,0
EIF3K,0,0,0,0,0
EIF3L,0,0,0,0,0
EIF3M,0,0,0,0,0
EIF4A1,0,0,0,0,0
EIF4A2,0,0,0,0,0
EIF4A3,0,0,0,0,0
EIF4B,0,0,0,0,0
EIF4E,0,0,0,0,0
EIF4E2,0,0,0,0,0
EIF4E3,0,0,0,0,0
EIF4EBP1,0,0,0,0,0
EIF4EBP2,0,0,0,0,0
EIF4EBP3,0,0,0,0,0
EIF4ENIF1,0,0,0,0,0
EIF4G1,0,0,0,0,0
EIF4G2,0,0,0,0,0
EIF4G3,0,0,0,0,0
EIF4H,0,0,0,0,0
EIF5,0,0,0,0,0
EIF5A,0,0,0,0,0
EIF5A2,0,0,0,0,0
EIF5B,0,0,0,0,0
EIF6,0,0,0,0,0
EIPR1,0,0,0,0,0
ELAC1,0,0,0,0,0
ELAC2,0,0,0,0,0
ELANE,0,0,0,0,0
ELAVL1,0,0,0,0,0
ELF1,0,0,0,0,0
ELF2,0,0,0,0,0
ELL,0,0,0,0,0
ELMO1,0,0,0,0,0
ELMO2,0,0,0,0,0
ELMO3,0,0,0,0,0
ELMOD2,0,0,0,0,0
ELMSAN1,0,0,0,0,0
ELOA,0,0,0,0,0
ELOB,0,0,0,0,0
ELOC,0,0,0,0,0
ELOF1,0,0,0,0,0
ELOVL1,0,0,0,0,0
ELOVL5,0,0,0,0,0
ELOVL7,0,0,0,0,0
ELP1,0,0,0,0,0
ELP2,0,0,0,0,0
ELP3,0,0,0,0,0
ELP4,0,0,0,0,0
ELP5,0,0,0,0,0
ELP6,0,0,0,0,0
EMC1,0,0,0,0,0
EMC10,0,0,0,0,0
EMC2,0,0,0,0,0
EMC3,0,0,0,0,0
EMC4,0,0,0,0,0
EMC7,0,0,0,0,0
EMC8,0,0,0,0,0
EMC9,0,0,0,0,0
EMCN,0,0,0,0,0
EMD,0,0,0,0,0
EMG1,0,0,0,0,0
EMILIN1,0,0,0,0,0
EMILIN2,0,0,0,0,0
EML1,0,0,0,0,0
EML2,0,0,0,0,0
EML3,0,0,0,0,0
EML4,0,0,0,0,0
EMSY,0,0,0,0,0
ENAH,0,0,0,0,0
ENDOD1,0,0,0,0,0
ENDOG,0,0,0,0,0
ENG,0,0,0,0,0
ENGASE,0,0,0,0,0
ENO1,0,0,0,0,0
ENO2,0,0,0,0,0
ENO3,0,0,0,0,0
ENOPH1,0,0,0,0,0
ENOSF1,0,0,0,0,0
ENPEP,0,0,0,0,0
ENPP1,0,0,0,0,0
ENPP2,0,0,0,0,0
ENPP3,0,0,0,0,0
ENPP4,0,0,0,0,0
ENPP5,0,0,0,0,0
ENPP6,0,0,0,0,0
ENPP7,0,0,0,0,0
ENSA,0,0,0,0,0
ENTPD1,0,0,0,0,0
ENTPD2,0,0,0,0,0
ENTPD5,0,0,0,0,0
ENTR1,0,0,0,0,0
ENY2,0,0,0,0,0
EOGT,0,0,0,0,0
EP300,0,0,0,0,0
EP400,0,0,0,0,0
EPB41,0,0,0,0,0
EPB41L1,0,0,0,0,0
EPB41L2,0,0,0,0,0
EPB41L3,0,0,0,0,0
EPB41L4A,0,0,0,0,0
EPB41L4B,0,0,0,0,0
EPB41L5,0,0,0,0,0
EPB42,0,0,0,0,0
EPC1,0,0,0,0,0
EPC2,0,0,0,0,0
EPCAM,0,0,0,0,0
EPDR1,0,0,0,0,0
EPG5,0,0,0,0,0
EPHA2,0,0,0,0,0
EPHA4,0,0,0,0,0
EPHA7,0,0,0,0,0
EPHB3,0,0,0,0,0
EPHB4,0,0,0,0,0
EPHB6,0,0,0,0,0
EPHX1,0,0,0,0,0
EPHX2,0,0,0,0,0
EPM2A,0,0,0,0,0
EPM2AIP1,0,0,0,0,0
EPN1,0,0,0,0,0
EPN2,0,0,0,0,0
EPPK1,0,0,0,0,0
EPRS,0,0,0,0,0
EPS15,0,0,0,0,0
EPS15L1,0,0,0,0,0
EPS8,0,0,0,0,0
EPS8L1,0,0,0,0,0
EPS8L2,0,0,0,0,0
EPSTI1,0,0,0,0,0
EPX,0,0,0,0,0
ERAL1,0,0,0,0,0
ERAP1,0,0,0,0,0
ERAP2,0,0,0,0,0
ERBB2,0,0,0,0,0
ERBB3,0,0,0,0,0
ERBIN,0,0,0,0,0
ERC1,0,0,0,0,0
ERCC1,0,0,0,0,0
ERCC2,0,0,0,0,0
ERCC3,0,0,0,0,0
ERCC4,0,0,0,0,0
ERCC5,0,0,0,0,0
ERCC6,0,0,0,0,0
ERCC8,0,0,0,0,0
ERF,0,0,0,0,0
ERG,0,0,0,0,0
ERG28,0,0,0,0,0
ERGIC1,0,0,0,0,0
ERGIC2,0,0,0,0,0
ERGIC3,0,0,0,0,0
ERH,0,0,0,0,0
ERI1,0,0,0,0,0
ERI3,0,0,0,0,0
ERICH1,0,0,0,0,0
ERICH5,0,0,0,0,0
ERLEC1,0,0,0,0,0
ERLIN1,0,0,0,0,0
ERLIN2,0,0,0,0,0
ERMP1,0,0,0,0,0
ERO1A,0,0,0,0,0
ERO1B,0,0,0,0,0
ERP29,0,0,0,0,0
ERP44,0,0,0,0,0
ERRFI1,0,0,0,0,0
ESAM,0,0,0,0,0
ESD,0,0,0,0,0
ESF1,0,0,0,0,0
ESM1,0,0,0,0,0
ESPN,0,0,0,0,0
ESRP1,0,0,0,0,0
ESRP2,0,0,0,0,0
ESRRA,0,0,0,0,0
ESRRG,0,0,0,0,0
ESS2,0,0,0,0,0
ESYT1,0,0,0,0,0
ESYT2,0,0,0,0,0
ETF1,0,0,0,0,0
ETFA,0,0,0,0,0
ETFB,0,0,0,0,0
